query,competing_urls,impressions_W1,clicks_W1,top_url,top_url_market,top_url_locale,top_url_section,best_position,cannibalisation_type,markets_involved,locales_involved,url_detail
atestado imt,2,5,0,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,Portugal,pt,services,26.0,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [3i/0c/p42] ;; https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [2i/0c/p26]
cual es la presion normal,2,5,0,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart,Spain,es,tools,40.3,cross_market+wrong_locale,Romania|Spain,es,https://www.myglobalhealth.online/spain/es/tools/blood-pressure-chart [3i/0c/p40] ;; https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas [2i/0c/p72]
doctor in romania,2,5,0,https://www.myglobalhealth.online/romania/ro,Romania,ro,market_home,4.5,wrong_locale,Romania,en|ro,https://www.myglobalhealth.online/romania/ro [3i/0c/p37] ;; https://www.myglobalhealth.online/romania/en [2i/0c/p4]
dr appointment,2,5,0,https://www.myglobalhealth.online/romania/en,Romania,en,market_home,6.0,cross_market+wrong_locale,Czechia|Romania,en,https://www.myglobalhealth.online/romania/en [4i/0c/p6] ;; https://www.myglobalhealth.online/czechia/en [1i/0c/p21]
neschopenku,2,5,0,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,Czechia,en,blog,1.0,wrong_locale,Czechia,cs|en,https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained [3i/0c/p2] ;; https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka [2i/0c/p1]
medicine global,3,5,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,9.0,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es [3i/0c/p9] ;; https://www.myglobalhealth.online [1i/0c/p43] ;; https://www.myglobalhealth.online/spain/en [1i/0c/p11]
atestado médico imt,2,5,0,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao,Portugal,pt,services,25.0,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [4i/0c/p38] ;; https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [1i/0c/p25]
tensões valores,2,5,0,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,Portugal,pt,tools,12.0,cross_market,Brazil|Portugal,pt,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart [4i/0c/p12] ;; https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart [1i/0c/p33]
virtual gp consultation,2,5,0,https://www.myglobalhealth.online/spain/en,Spain,en,market_home,20.3,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/en [3i/0c/p20] ;; https://www.myglobalhealth.online/spain/es [2i/0c/p40]
doctor portugal,2,5,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,59.2,wrong_locale,Portugal,es|pt,https://www.myglobalhealth.online/portugal/pt [4i/0c/p59] ;; https://www.myglobalhealth.online/portugal/es [1i/0c/p68]
tensiunea normala,3,5,0,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti,Romania,ro,blog,54.5,cross_market+wrong_locale,Romania|Spain,pt|ro,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti [2i/0c/p54] ;; https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri [2i/0c/p62] ;; https://www.myglobalhealth.online/romania/pt/tools/blood-pressure-chart [1i/0c/p79]
tensiune normala femei,2,5,0,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri,Spain,ro,blog,47.7,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri [3i/0c/p48] ;; https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti [2i/0c/p50]
global saude,4,4,0,https://www.myglobalhealth.online/portugal/en/services/certificado-medico-carta-de-conducao,Portugal,en,services,1.0,wrong_locale,Portugal,en|pt,https://www.myglobalhealth.online/portugal/en/services/certificado-medico-carta-de-conducao [1i/0c/p8] ;; https://www.myglobalhealth.online/portugal/pt/blog/atestado-medico-para-carta-de-conducao [1i/0c/p6] ;; https://www.myglobalhealth.online/portugal/pt/faq [1i/0c/p3] ;; https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao [1i/0c/p1]
tensoes normais,2,4,0,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,Portugal,pt,tools,8.0,cross_market+wrong_locale,Portugal|Spain,pt,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart [3i/0c/p9] ;; https://www.myglobalhealth.online/spain/pt/tools/blood-pressure-chart [1i/0c/p8]
website for doctors,3,4,0,https://www.myglobalhealth.online/ireland/en/see-a-specialist,Ireland,en,see-a-specialist,24.0,cross_market+wrong_locale,Czechia|Ireland,en,https://www.myglobalhealth.online/ireland/en/see-a-specialist [2i/0c/p72] ;; https://www.myglobalhealth.online [1i/0c/p68] ;; https://www.myglobalhealth.online/czechia/en [1i/0c/p24]
virtual gp appointment,3,4,0,https://www.myglobalhealth.online/spain/en,Spain,en,market_home,14.0,cross_market+wrong_locale,Ireland|Spain,en|es,https://www.myglobalhealth.online/spain/en [2i/0c/p29] ;; https://www.myglobalhealth.online/ireland/en/gp-consultation-online [1i/0c/p14] ;; https://www.myglobalhealth.online/spain/es [1i/0c/p54]
social welfare sick pay,2,4,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,26.3,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [3i/0c/p26] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p69]
ce scade tensiunea rapid,2,4,0,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,Romania,ro,blog,6.3,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur [3i/0c/p6] ;; https://www.myglobalhealth.online/spain/ro/blog/cum-se-scade-tensiunea-ce-functioneaza-conform-ghidurilor-si-ce-doar-pare-sa-fun [1i/0c/p9]
test de tdah para adultos online,2,4,0,https://www.myglobalhealth.online/brazil/es/tools/adhd-test,Brazil,es,tools,30.0,cross_market+wrong_locale,Brazil|Spain,es,https://www.myglobalhealth.online/brazil/es/tools/adhd-test [3i/0c/p37] ;; https://www.myglobalhealth.online/spain/es/tools/adhd-test [1i/0c/p30]
test bmi,2,4,0,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,Czechia,cs,tools,28.5,cross_market,Czechia|Ireland,cs|en,https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator [2i/0c/p28] ;; https://www.myglobalhealth.online/ireland/en/tools/bmi-calculator [2i/0c/p66]
tabel cu valori tensiune arteriala,2,4,0,https://www.myglobalhealth.online/ireland/ro/tools/blood-pressure-chart,Ireland,ro,tools,8.0,cross_market+wrong_locale,Ireland|Spain,ro,https://www.myglobalhealth.online/ireland/ro/tools/blood-pressure-chart [2i/0c/p10] ;; https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri [2i/0c/p8]
illness benefit how much,2,4,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,33.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [2i/0c/p33] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [2i/0c/p50]
global medica,2,4,0,https://www.myglobalhealth.online,,,legacy_or_global,1.0,no,Ireland,en,https://www.myglobalhealth.online [3i/0c/p2] ;; https://www.myglobalhealth.online/ireland/en [1i/0c/p1]
ideální krevní tlak,2,4,0,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,Czechia,cs,tools,36.5,cross_market+wrong_locale,Czechia|Romania,cs,https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart [2i/0c/p36] ;; https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek [2i/0c/p48]
health online,2,4,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,8.0,no,Spain,es,https://www.myglobalhealth.online/spain/es [3i/0c/p8] ;; https://www.myglobalhealth.online [1i/0c/p31]
calculadora da gravidez,2,4,0,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,Brazil,pt,tools,48.0,cross_market,Brazil|Portugal,pt,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator [2i/0c/p65] ;; https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator [2i/0c/p48]
calculadora do parto,2,4,0,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,Brazil,pt,tools,22.0,cross_market,Brazil|Portugal,pt,https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator [3i/0c/p54] ;; https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator [1i/0c/p22]
global health doctor,2,4,0,https://www.myglobalhealth.online,,,legacy_or_global,3.0,no,legacy/global,,https://www.myglobalhealth.online [3i/0c/p9] ;; https://www.myglobalhealth.online/about [1i/0c/p3]
sick certificate,2,4,0,https://www.myglobalhealth.online/ireland/sick-leave,Ireland,,market_home,8.0,wrong_locale,Ireland|Portugal,en,https://www.myglobalhealth.online/ireland/sick-leave [3i/0c/p54] ;; https://www.myglobalhealth.online/portugal/en/blog/autodeclaracao-de-doenca-ou-baixa-medica [1i/0c/p8]
tabel tensiune dupa varsta,2,4,0,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti,Romania,ro,blog,26.0,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti [2i/0c/p38] ;; https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri [2i/0c/p26]
global medical care,3,4,0,https://www.myglobalhealth.online/ireland/en,Ireland,en,market_home,3.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en [2i/0c/p7] ;; https://www.myglobalhealth.online [1i/0c/p3] ;; https://www.myglobalhealth.online/ireland/en/about [1i/0c/p5]
teste adhd,2,4,0,https://www.myglobalhealth.online/romania/cs/tools/adhd-test,Romania,cs,tools,47.0,cross_market+wrong_locale,Ireland|Romania,cs|ro,https://www.myglobalhealth.online/romania/cs/tools/adhd-test [3i/0c/p68] ;; https://www.myglobalhealth.online/ireland/ro/tools/adhd-test [1i/0c/p47]
apply for illness benefit ireland,3,4,0,https://www.myglobalhealth.online/ireland/pt/blog/illness-benefit-irlanda-como-requerer,Ireland,pt,blog,34.0,wrong_locale,Ireland,en|es|pt,https://www.myglobalhealth.online/ireland/pt/blog/illness-benefit-irlanda-como-requerer [2i/0c/p65] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [1i/0c/p34] ;; https://www.myglobalhealth.online/ireland/es/blog/illness-benefit-irlanda-como-solicitarlo [1i/0c/p64]
tensiunea normala in functie de varsta tabel,2,4,0,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri,Spain,ro,blog,24.3,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri [3i/0c/p24] ;; https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti [1i/0c/p27]
dr egas,2,4,0,https://www.myglobalhealth.online/portugal/es/doctors/dr-egas-moura,Portugal,es,doctors,3.0,wrong_locale,Portugal,es,https://www.myglobalhealth.online/portugal/es/doctors/dr-egas-moura [3i/0c/p3] ;; https://www.myglobalhealth.online/es/portugal-doctors/dr-egas-moura [1i/0c/p9]
tensiunea normala la adulti,2,4,0,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti,Romania,ro,blog,37.0,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/blog/tensiune-arteriala-normala-varsta-adulti [2i/0c/p37] ;; https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri [2i/0c/p50]
vitamin deficiency check,2,4,0,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test,Ireland,en,lab-tests,47.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test [3i/0c/p56] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test [1i/0c/p47]
online,4,4,0,https://www.myglobalhealth.online,,,legacy_or_global,1.0,cross_market+wrong_locale,Czechia|Spain,cs|en,https://www.myglobalhealth.online [1i/0c/p5] ;; https://www.myglobalhealth.online/cs/online-prescriptions/hair-loss-prescription [1i/0c/p2] ;; https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka [1i/0c/p1] ;; https://www.myglobalhealth.online/spain/en [1i/0c/p3]
online consultation gp,2,4,0,https://www.myglobalhealth.online/ireland/en/gp-consultation-online,Ireland,en,gp-consultation-online,4.0,cross_market+wrong_locale,Ireland|Romania,en,https://www.myglobalhealth.online/ireland/en/gp-consultation-online [3i/0c/p21] ;; https://www.myglobalhealth.online/romania/en [1i/0c/p4]
online doctor in spain,2,4,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,8.0,wrong_locale,Spain,en|es,https://www.myglobalhealth.online/spain/es [3i/0c/p39] ;; https://www.myglobalhealth.online/spain/en [1i/0c/p8]
necesar calorii zilnic,2,4,0,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tools,54.7,cross_market+wrong_locale,Romania|Spain,ro,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator [3i/0c/p55] ;; https://www.myglobalhealth.online/spain/ro/tools/calorie-calculator [1i/0c/p58]
online dermatolog,2,4,0,https://www.myglobalhealth.online/spain/cs/blog/dermatolog-online-spanelsko,Spain,cs,blog,12.5,wrong_locale,Spain,cs|en,https://www.myglobalhealth.online/spain/cs/blog/dermatolog-online-spanelsko [2i/0c/p12] ;; https://www.myglobalhealth.online/spain/en/services/dermatologia-especialista-online [2i/0c/p72]
online prescription spain,2,4,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,26.0,no,Spain,es,https://www.myglobalhealth.online/spain/es [3i/0c/p35] ;; https://www.myglobalhealth.online/spain/treatment-renewal [1i/0c/p26]
consulta online portugal,2,4,0,https://www.myglobalhealth.online/portugal/es/services/consulta-medica,Portugal,es,services,44.5,wrong_locale,Portugal,es|pt,https://www.myglobalhealth.online/portugal/es/services/consulta-medica [2i/0c/p82] ;; https://www.myglobalhealth.online/portugal/pt [2i/0c/p44]
consultório médico online,2,4,0,https://www.myglobalhealth.online/portugal/es/services/consulta-medica,Portugal,es,services,48.0,wrong_locale,Portugal,es|pt,https://www.myglobalhealth.online/portugal/es/services/consulta-medica [2i/0c/p83] ;; https://www.myglobalhealth.online/portugal/pt [2i/0c/p48]
clínica,2,4,0,https://www.myglobalhealth.online/portugal/pt,Portugal,pt,market_home,1.0,no,Portugal,pt,https://www.myglobalhealth.online/portugal/pt [3i/0c/p4] ;; https://www.myglobalhealth.online/pt [1i/0c/p1]
social welfare illness benefit,2,4,0,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim,Ireland,en,blog,6.0,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-ireland-how-to-claim [3i/0c/p13] ;; https://www.myglobalhealth.online/ireland/en/blog/illness-benefit-payment-ireland-rate-tax-timing [1i/0c/p6]
consulta do viajante,2,4,0,https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal,Portugal,en,blog,59.0,wrong_locale,Portugal,en|pt,https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal [3i/0c/p71] ;; https://www.myglobalhealth.online/portugal/pt/blog/consulta-do-viajante-quando-marcar [1i/0c/p59]
general practitioner,3,4,0,https://www.myglobalhealth.online/spain/es,Spain,es,market_home,2.0,cross_market,Czechia|Portugal|Spain,cs|es|pt,https://www.myglobalhealth.online/spain/es [2i/0c/p2] ;; https://www.myglobalhealth.online/czechia/cs [1i/0c/p6] ;; https://www.myglobalhealth.online/portugal/pt [1i/0c/p5]
dr muhammad ghaznain,2,4,0,https://www.myglobalhealth.online/ireland/en/doctors,Ireland,en,doctors,23.3,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/doctors [3i/0c/p23] ;; https://www.myglobalhealth.online/ireland/en [1i/0c/p24]
dr telmo,2,4,0,https://www.myglobalhealth.online/pt/portugal-doctors/dr-telmo-coelho,,,legacy_or_global,5.0,no,Portugal,pt,https://www.myglobalhealth.online/pt/portugal-doctors/dr-telmo-coelho [3i/0c/p5] ;; https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho [1i/0c/p8]
psa test,2,4,0,https://www.myglobalhealth.online/ireland/cs/lab-tests/psa-prostate-test,Ireland,cs,lab-tests,50.0,wrong_locale,Ireland,cs|en,https://www.myglobalhealth.online/ireland/cs/lab-tests/psa-prostate-test [3i/0c/p50] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/psa-prostate-test [1i/0c/p86]
pressão arterial tabela,2,4,0,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,Brazil,pt,tools,13.0,cross_market,Brazil|Portugal,pt,https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart [2i/0c/p13] ;; https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart [2i/0c/p20]
blood test for vitamin d and b12,2,4,0,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test,Ireland,en,lab-tests,50.5,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-b12-test [2i/0c/p50] ;; https://www.myglobalhealth.online/ireland/en/lab-tests/vitamin-d-test [2i/0c/p62]
my global,2,4,0,https://www.myglobalhealth.online,,,legacy_or_global,6.5,no,Spain,es,https://www.myglobalhealth.online [2i/0c/p9] ;; https://www.myglobalhealth.online/spain/es [2i/0c/p6]
psychiatric assessment ireland,2,4,0,https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation,Ireland,en,services,15.7,no,Ireland,en,https://www.myglobalhealth.online/ireland/en/services/psychiatry-specialist-consultation [3i/0c/p16] ;; https://www.myglobalhealth.online/ireland/en/services/mental-health-consultation [1i/0c/p38]
